,gecko_id,Master Category,category,Subcategory,missing_data,discount_rate,token_value_accrual,moat,tam,leadership,tva_multiplier,S_raw,P_original,unlock_adjustment,unlock_adjustment_pct,P,S,G,G_metric_used,P_to_S,P_to_SG,P_to_S_risk_adj,valuation_ratio,valuation_method,fundamental_score,Moat,TAM,Leadership,Token Value Accrual,Liquidity,Inflation Expectations,Market Leadership,competitive_dynamics,blended_points,in_selected,discount,final_quality_score,is_stock_proxy,stock_close_latest,stock_volume_latest,stock_mcap_latest,weight
0,COIN,Centralized,CEX,CEX,,0.24063558357925752,5.0,5.0,4.0,5.0,1.0,6285964800.0,41953492992.0,0.0,0.0,41953492992.0,6285964800.0,-0.308,yfinance_revenue_growth,6.674153344288533,9.64473026631291,11.965595562411647,6.674153344288533,P/S (G missing/â¤0),4.0,5.0,4.0,5.0,5.0,5,5.0,5.0,5.0,4.7333333333333325,True,0.025,4.614999999999999,True,146.19000244140625,8754500.0,32516585399.284363,8.32
1,HOOD,Centralized,CEX,CEX,,0.24063558357925752,5.0,5.0,4.0,5.0,1.0,4613000192.0,97839882240.0,0.0,0.0,97839882240.0,4613000192.0,0.151,yfinance_revenue_growth,21.209598562271207,18.427105614484105,22.8613229277021,22.8613229277021,P/S*(1+D)/(1+G),4.0,5.0,4.0,5.0,5.0,5,5.0,5.0,5.0,4.7333333333333325,True,0.05,4.496666666666665,True,100.27999877929688,17220700.0,79340000549.63837,12.19
2,hyperliquid,Finance,Perps,Perps,,0.22598596544789848,4.5,5.0,4.5,5.0,0.9,845561085.1381216,14063666180.0,23875270327.21,169.76562172076527,37938936507.21,761004976.6243094,0.18587302065162,open_interest_growth,49.853729834331396,42.039686345960966,51.540065451979785,51.540065451979785,P/S*(1+D)/(1+G),3.0,5.0,4.5,5.0,4.5,5,2.0,5.0,5.0,4.633333333333333,True,0.07500000000000001,4.285833333333333,False,,,,4.28
3,ethereum,Base Layer,L1,L1,,0.1768588152968547,4.5,5.0,4.5,4.0,0.9,184537877.679558,196200631765.0,0.0,0.0,196200631765.0,166084089.9116022,-0.9733927206291574,tvl_growth,1181.3330937925916,44398.86834454584,52251.19960048323,1181.3330937925916,P/S (G missing/â¤0),3.0,5.0,4.5,4.0,4.5,5,5.0,5.0,5.0,4.5666666666666655,True,0.125,3.9958333333333322,False,,,,14.2
4,uniswap,Finance,Dex,DEX,,0.22974394656512667,4.25,4.0,4.0,5.0,0.8500000000000001,574986859.3922652,1761875787.0,426000000.0,24.1787760035776,2187875787.0,488738830.4834255,-0.45832813373380515,trading_volume_growth,4.476574502655968,8.264365903869995,10.163053942483359,4.476574502655968,P/S (G missing/â¤0),5.0,4.0,4.0,5.0,4.25,5,5.0,5.0,4.5,4.549999999999999,True,0.025,4.4362499999999985,False,,,,1.6
5,CRCL,Centralized,Stablecoin,Stables,,0.24063558357925752,4.0,3.0,4.5,5.0,0.8,2862202112.0,16558658560.0,0.0,0.0,16558658560.0,2862202112.0,0.06400879504229527,fees_growth,5.785286262831184,5.43725417476574,6.745651006179248,6.745651006179248,P/S*(1+D)/(1+G),4.0,3.0,4.5,5.0,4.0,5,5.0,5.0,4.0,4.533333333333332,True,0.025,4.419999999999999,True,62.630001068115234,38127200.0,14395994196.884617,4.88
6,solana,Base Layer,L1,L1,,0.23643224849076208,4.5,4.0,4.0,5.0,0.9,223255571.29834256,45394510047.0,37718137371.428566,83.08964527291171,83112647418.42856,200930014.1685083,-0.9108728707727305,tvl_growth,413.63978279883474,4641.008707282324,5738.2928312102895,413.63978279883474,P/S (G missing/â¤0),3.0,4.0,4.0,5.0,4.5,5,5.0,4.0,4.0,4.433333333333333,True,0.1,3.9899999999999993,False,,,,6.81
7,bitcoin,Base Layer,L1,L1,,0.14240683145610183,4.5,5.0,4.0,4.0,0.9,74677552.09944752,1218054560393.0,0.0,0.0,1218054560393.0,67209796.88950276,-0.8867484079382558,tvl_growth,18123.169787219565,160025.73965882006,182814.49819505168,18123.169787219565,P/S (G missing/â¤0),2.0,5.0,4.0,4.0,4.5,5,5.0,5.0,5.0,4.433333333333333,True,0.15000000000000002,3.7683333333333326,False,,,,31.9
8,morpho,Finance,Money Markets,Money markets,,0.25640240054089075,4.25,4.0,4.5,5.0,0.8500000000000001,193099245.08287293,1341487848.0,1161541495.2857144,86.58606166410196,2503029343.285714,164134358.320442,0.17776580378371884,tvl_growth,15.249880457076587,12.948143347416313,16.268078384241424,16.268078384241424,P/S*(1+D)/(1+G),4.0,4.0,4.5,5.0,4.25,2,4.0,5.0,4.5,4.416666666666667,True,0.05,4.195833333333334,False,,,,1.28
9,chainlink,Infra,Blockchain Infra,Oracle,,0.21349363236555408,3.0,4.0,4.0,5.0,0.6,63909832.29281768,5580764722.0,5580151459.2654,99.98901113440274,11160916181.2654,38345899.37569061,-0.07605772329714058,fees_growth,291.05892319586235,315.0185141809104,382.2729610357928,291.05892319586235,P/S (G missing/â¤0),3.0,4.0,4.0,5.0,3.0,5,4.0,5.0,4.5,4.3999999999999995,True,0.07500000000000001,4.069999999999999,False,,,,2.47
10,zcash,Base Layer,L1,Privacy,,0.22828419654501664,3.75,4.0,3.5,5.0,0.75,349460.27624309395,6998406361.0,0.0,0.0,6998406361.0,262095.20718232048,-0.38435791053267476,tvl_growth,26701.771605200396,43372.23211672173,53273.427277851515,26701.771605200396,P/S (G missing/â¤0),2.0,4.0,3.5,5.0,3.75,5,5.0,5.0,4.5,4.383333333333333,True,0.15000000000000002,3.7258333333333327,False,,,,2.37
11,binancecoin,Centralized,CEX,CEX,No growth metrics; ,0.17764638473410832,3.75,5.0,3.5,5.0,0.75,,74852185210.0,75992505651.79524,101.52342972833198,150844690861.79523,1.0,,,150844690861.79523,,,150844690861.79523,P/S (G missing/â¤0),1.0,5.0,3.5,5.0,3.75,5,5.0,4.0,4.5,4.383333333333333,True,0.25,3.2874999999999996,False,,,,6.09
12,jupiter-exchange-solana,Finance,Dex,DEX,,0.21821517972889193,4.75,5.0,4.5,4.0,0.95,175438766.46408838,791654603.0,823516538.9061024,104.024726918199,1615171141.9061024,166666828.14088395,0.3760272267285807,trading_volume_growth,9.691017462339858,7.042751243650644,8.579586472069746,8.579586472069746,P/S*(1+D)/(1+G),4.0,5.0,4.5,4.0,4.75,3,5.0,4.0,4.5,4.316666666666666,True,0.05,4.100833333333333,False,,,,1.0
13,sky,Finance,Stablecoin,Stables,,0.18017968793595646,4.75,4.0,4.0,4.0,0.95,402807799.0331492,1242786497.0,0.0,0.0,1242786497.0,382667409.0814917,-0.19613629583285141,fees_growth,3.2476936041745326,4.0401047930623255,4.768049613904858,3.2476936041745326,P/S (G missing/â¤0),5.0,4.0,4.0,4.0,4.75,4,5.0,5.0,4.5,4.249999999999999,True,0.0,4.249999999999999,False,,,,1.25
14,near,Base Layer,L1,"Intent, AI",,0.23983981648501243,3.0,4.0,4.5,4.0,0.6,901562.0994475139,2430322322.0,368390000.0,15.15807169547941,2798712322.0,540937.2596685083,-0.16147521921393596,tvl_growth,5173.820571566985,6170.146297545141,7649.993053234047,5173.820571566985,P/S (G missing/â¤0),2.0,4.0,4.5,4.0,3.0,5,5.0,4.0,4.0,4.2,True,0.125,3.6750000000000003,False,,,,1.36
15,ether-fi,Finance,other,Neobank,No growth metrics; ,0.2523310971081941,4.75,4.0,4.5,4.0,0.95,,299007643.0,109591801.13054138,36.65183940817907,408599444.1305414,1.0,,,408599444.1305414,,,408599444.1305414,P/S (G missing/â¤0),1.0,4.0,4.5,4.0,4.75,3,5.0,4.0,4.0,4.183333333333333,False,0.225,3.242083333333333,False,,,,0.0
16,tron,Base Layer,L1,L1,,0.17363544284280447,4.25,5.0,4.5,3.0,0.8500000000000001,347729234.50276244,30082664999.0,32575051668.685715,108.2851259014737,62657716667.685715,295569849.3273481,-0.04419533842435982,tvl_growth,211.9895409165748,221.79170016508488,260.3026002421079,211.9895409165748,P/S (G missing/â¤0),3.0,5.0,4.5,3.0,4.25,5,5.0,4.0,4.5,4.15,False,0.07500000000000001,3.8387500000000006,False,,,,0.0
17,bittensor,Infra,AI,AI Connectivity,No growth metrics; ,0.22550974770724252,2.5,4.0,4.0,4.0,0.5,,1990230701.0,546461424.0,27.45718994915655,2536692125.0,1.0,,,2536692125.0,,,2536692125.0,P/S (G missing/â¤0),1.0,4.0,4.0,4.0,2.5,5,4.0,5.0,4.5,4.1,False,0.25,3.0749999999999997,False,,,,0.0
18,venice-token,Infra,AI,AI Privacy,No growth metrics; ,0.3156645728926949,2.25,4.0,5.0,3.0,0.45,,639122400.0,1282749696.5714285,200.7048566239313,1921872096.5714285,1.0,,,1921872096.5714285,,,1921872096.5714285,P/S (G missing/â¤0),1.0,4.0,5.0,3.0,2.25,4,5.0,5.0,4.5,4.083333333333333,False,0.25,3.0625,False,,,,0.0
19,MSTR,Centralized,other,DAT,No market cap; ,0.24063558357925752,4.5,4.0,2.0,5.0,0.9,,,0.0,0.0,,1.0,,,,,,,Missing P/S,,4.0,2.0,5.0,4.5,5,5.0,5.0,4.5,4.033333333333333,False,0.0,4.033333333333333,False,,,,0.0
20,pendle,Finance,Dex,Yield Trading,,0.28023642561746154,4.25,4.0,3.5,4.0,0.8500000000000001,13100162.569060773,238064220.0,219854226.2868,92.35080613407592,457918446.2868,11135138.183701659,-0.3731176974705751,trading_volume_growth,41.12373270383377,65.60040463401579,83.98402754771153,41.12373270383377,P/S (G missing/â¤0),3.0,4.0,3.5,4.0,4.25,3,5.0,5.0,4.5,4.016666666666667,False,0.07500000000000001,3.7154166666666666,False,,,,0.0
21,ondo-finance,Finance,other,RWA,,0.21669167175710172,3.25,4.0,4.0,4.0,0.65,57602325.77348066,1586461021.0,3251578389.357416,204.95797541296264,4838039410.357416,37441511.75276243,1.7026564052287876,tvl_growth,129.21592061518365,45.81070962819825,58.170892225425874,58.170892225425874,P/S*(1+D)/(1+G),3.0,4.0,4.0,4.0,3.25,5,2.0,5.0,4.5,4.016666666666667,False,0.07500000000000001,3.7154166666666666,False,,,,0.0
22,aave,Finance,Money Markets,Money markets,,0.2217795622900114,4.0,4.0,4.0,3.0,0.8,711684671.0497237,1304872451.0,1117480000.0,85.63902158740571,2422352451.0,569347736.839779,-1.2574405618849143,tvl_growth,4.254609782846432,-16.526571227530205,-20.191826960526548,4.254609782846432,P/S (G missing/â¤0),5.0,4.0,4.0,3.0,4.0,5,5.0,5.0,4.5,4.0,False,0.0,4.0,False,,,,0.0
23,ripple,Base Layer,L1,L1,,0.20516028537965336,2.75,4.0,3.5,5.0,0.55,,66319098719.0,0.0,0.0,66319098719.0,1.0,-0.9848291752105621,tvl_growth,66319098719.0,4371489331626.334,5268345330436.903,66319098719.0,P/S (G missing/â¤0),1.0,4.0,3.5,5.0,2.75,5,4.0,3.0,3.5,3.9833333333333334,False,0.25,2.9875,False,,,,0.0
24,ethena,Finance,Stablecoin,Yield Vault,,0.2581219923849922,3.0,4.0,4.0,4.0,0.6,235352165.35911605,677663970.0,0.0,0.0,677663970.0,141211299.21546963,-0.8507705661843813,fees_growth,4.798935876696206,32.158105502333804,40.45881976592298,4.798935876696206,P/S (G missing/â¤0),4.0,4.0,4.0,4.0,3.0,5,3.0,4.0,4.0,3.933333333333334,False,0.025,3.8350000000000004,False,,,,0.0
25,virtual-protocol,Consumer,other,Agent Protocol,No growth metrics; ,0.3307426153201767,3.25,3.0,3.5,4.0,0.65,,363656917.0,553450000.0,152.1901479465053,917106917.0,1.0,,,917106917.0,,,917106917.0,P/S (G missing/â¤0),1.0,3.0,3.5,4.0,3.25,4,5.0,5.0,4.0,3.8833333333333333,False,0.25,2.9125,False,,,,0.0
26,aster-2,Finance,Perps,Perps,,0.26571198664102624,4.5,3.0,4.0,4.0,0.9,145152171.54696134,1688115563.0,2030353219.0905576,120.27335471526351,3718468782.0905576,130636954.3922652,-0.7154948424084293,open_interest_growth,28.464141707751892,100.04789350291632,126.63181804482605,28.464141707751892,P/S (G missing/â¤0),3.0,3.0,4.0,4.0,4.5,4,5.0,3.0,3.0,3.8333333333333335,False,0.05,3.6416666666666666,False,,,,0.0
27,world-liberty-financial,Finance,Money Markets,Stables,No growth metrics; ,0.20122288390409424,3.0,3.0,4.5,4.0,0.6,135660582.48618785,1868588125.0,0.0,0.0,1868588125.0,81396349.4917127,,,22.956657597896925,,,22.956657597896925,P/S (G missing/â¤0),4.0,3.0,4.5,4.0,3.0,3,5.0,3.0,3.0,3.8000000000000003,False,0.05,3.61,False,,,,0.0
28,pump-fun,Consumer,other,"Launchpad, DEX",,0.2623054445757388,4.5,4.0,3.0,4.0,0.9,1021655022.5690608,596169608.0,1350284750.0,226.4933891094965,1946454358.0,919489520.3121548,-0.07381894717125974,tvl_growth,2.116885853510548,2.2856069523827545,2.8851341001529125,2.116885853510548,P/S (G missing/â¤0),5.0,4.0,3.0,4.0,4.5,4,2.0,5.0,4.5,3.766666666666666,False,0.0,3.766666666666666,False,,,,0.0
29,avalanche-2,Base Layer,L1,L1,,0.2289165031949201,3.5,3.0,3.5,4.0,0.7,2042312.1270718232,2921454354.0,2335322041.8571424,79.93696833427035,5256776395.857142,1429618.4889502763,-1.248863909049944,tvl_growth,3677.048412907018,-14775.338163514412,-18157.656909428584,3677.048412907018,P/S (G missing/â¤0),2.0,3.0,3.5,4.0,3.5,5,5.0,3.0,3.0,3.7,False,0.125,3.2375000000000003,False,,,,0.0
30,orca,Finance,Dex,DEX,,0.26425213673399583,3.5,4.0,3.5,4.0,0.7,52176903.25966851,73520126.0,12402500.0,16.86953039226293,85922626.0,36523832.28176795,-0.032725623253594835,trading_volume_growth,2.352508502862966,2.4321005077959743,3.0747882637328963,2.352508502862966,P/S (G missing/â¤0),5.0,4.0,3.5,4.0,3.5,2,4.0,4.0,4.0,3.6999999999999997,False,0.0,3.6999999999999997,False,,,,0.0
31,sui,Base Layer,L1,L1,,0.2097542600054907,3.5,3.0,3.5,4.0,0.7,2577605.801104972,2933323948.0,3252449172.314847,110.8793038195605,6185773120.314847,1804324.0607734805,-1.1575378163092072,tvl_growth,3428.3049562965534,-21761.790512365948,-26326.418777681774,3428.3049562965534,P/S (G missing/â¤0),3.0,3.0,3.5,4.0,3.5,5,4.0,3.0,3.0,3.6333333333333333,False,0.125,3.1791666666666667,False,,,,0.0
32,megaeth,Base Layer,L1,Real-Time L2,No growth metrics; ,0.24012328309124018,3.25,2.0,3.0,5.0,0.65,710235.5524861879,52887812.0,130461720.74228185,246.67634339322234,183349532.74228185,461653.1091160221,,,397.15866550397834,,,397.15866550397834,P/S (G missing/â¤0),3.0,2.0,3.0,5.0,3.25,3,2.0,2.0,2.0,3.2166666666666672,False,0.1,2.8950000000000005,False,,,,0.0
33,arbitrum,Base Layer,L2,L2,,0.19531628443671234,3.75,4.0,0.0,4.0,0.75,6101485.193370166,497090002.0,554273988.7071028,111.50374911525635,1051363990.7071028,4576113.895027624,0.6161266420859236,fees_growth,229.75039844386478,142.1611354338714,169.92752019811942,169.92752019811942,P/S*(1+D)/(1+G),3.0,4.0,0.0,4.0,3.75,4,4.0,4.0,4.0,2.9166666666666665,False,0.07500000000000001,2.6979166666666665,False,,,,0.0
34,worldcoin-wld,Consumer,other,Identity & Consumer OS,No growth metrics; ,0.26135025974042947,2.5,3.0,0.0,4.0,0.5,,1304738767.0,871619513.3131428,66.80414005918341,2176358280.313143,1.0,,,2176358280.313143,,,2176358280.313143,P/S (G missing/â¤0),1.0,3.0,0.0,4.0,2.5,5,3.0,5.0,4.0,2.8333333333333335,False,0.25,2.125,False,,,,0.0
35,lido-dao,Finance,other,Staking,,0.29276744493099177,4.0,4.0,0.0,3.0,0.8,555209441.2707182,212007605.0,0.0,0.0,212007605.0,444167553.0165746,-0.9659478142949202,tvl_growth,0.4773144808983575,14.017146653442355,18.12091086439368,0.4773144808983575,P/S (G missing/â¤0),5.0,4.0,0.0,3.0,4.0,3,5.0,5.0,4.5,2.8000000000000003,False,0.0,2.8000000000000003,False,,,,0.0
36,jito-governance-token,Finance,other,MEV,,0.2455280060151377,4.0,3.0,0.0,4.0,0.8,130786973.42541437,386297029.0,253628690.61333334,65.65639173303953,639925719.6133333,104629578.7403315,-1.2849558987130583,tvl_growth,6.116107197578361,-21.46334652204231,-26.733199196011302,6.116107197578361,P/S (G missing/â¤0),4.0,3.0,0.0,4.0,4.0,4,4.0,3.0,3.0,2.6666666666666665,False,0.025,2.5999999999999996,False,,,,0.0
37,aerodrome-finance,Finance,Dex,DEX,,0.29287339782346666,4.25,3.0,0.0,4.0,0.8500000000000001,108147787.9281768,458184461.0,23922350.0,5.221117701763352,482106811.0,91925619.7389503,0.7041307008592312,trading_volume_growth,5.244531528523641,3.0775406639169884,3.978870455098244,3.978870455098244,P/S*(1+D)/(1+G),5.0,3.0,0.0,4.0,4.25,3,4.0,3.0,3.0,2.6166666666666667,False,0.0,2.6166666666666667,False,,,,0.0
38,celestia,Infra,Blockchain Infra,DA,,0.2420418798198768,3.0,3.0,0.0,3.0,0.6,21912.09944751381,342356535.0,349931582.94601154,102.21261964402449,692288117.9460115,13147.259668508286,0.5404614325068869,fees_growth,52656.457345575494,34182.262687280934,42455.80180460725,42455.80180460725,P/S*(1+D)/(1+G),2.0,3.0,0.0,3.0,3.0,4,4.0,5.0,4.0,2.6,False,0.17500000000000002,2.145,False,,,,0.0
39,mantle,Centralized,CEX,CEX,,0.18235868575499528,2.75,3.0,0.0,4.0,0.55,236469.5856353591,1397778779.0,1343097328.694814,96.0879753558495,2740876107.6948137,130058.27209944752,-1.0041666666666667,fees_growth,21074.215914532797,-5057811.819487888,-5980147.7356857825,21074.215914532797,P/S (G missing/â¤0),2.0,3.0,0.0,4.0,2.75,3,5.0,3.0,3.0,2.5833333333333335,False,0.15000000000000002,2.1958333333333333,False,,,,0.0
